date,LLM_Triplet
2022-02-02,"
{
  ""impact cases"": [
    ""Elon Musk does not budge."",
    ""The billionaire is sticking to his position in the Tweetgate affair, which has already cost him and Tesla (TSLA) - Get Tesla Inc Report a $40 million fine from the SEC."",
    ""The tweets had shaken Tesla's stock."",
    ""The SEC’s complaint alleged that, in truth, Musk knew that the potential transaction was uncertain and subject to numerous contingencies."",
    ""Tesla and Musk agreed to pay $40 million in penalties.""
  ],
  ""triplets"": [
    {
      ""head"": ""Elon Musk"",
      ""relation"": ""accused of"",
      ""tail"": ""fraud""
    },
    {
      ""head"": ""Elon Musk"",
      ""relation"": ""claims"",
      ""tail"": ""SEC’s complaint is uncertain""
    },
    {
      ""head"": ""Elon Musk"",
      ""relation"": ""paid"",
      ""tail"": ""$40 million in penalties""
    },
    {
      ""head"": ""Elon Musk"",
      ""relation"": ""received"",
      ""tail"": ""a class action lawsuit""
    },
    {
      ""head"": ""Tesla's stock"",
      ""relation"": ""affected by"",
      ""tail"": ""Elon Musk's tweets""
    }
  ]
}
"
2022-02-03,"
{
  ""impact cases"": [
    ""Tesla Inc's stock is now traded at around $891.140000, which is lower than the estimated average purchase price of $1012.35 by Palisades Hudson Asset Management, L.P.""
  ],
  ""triplets"": [
    {
      ""head"": ""Tesla Inc"",
      ""relation"": ""stock now traded at"",
      ""tail"": ""$891.140000""
    },
    {
      ""head"": ""Tesla Inc"",
      ""relation"": ""lower than estimated average purchase price"",
      ""tail"": ""$1012.35""
    },
    {
      ""head"": ""Palisades Hudson Asset Management, L.P."",
      ""relation"": ""purchased Tesla Inc stock"",
      ""tail"": ""between $780.59 and $1229.91""
    },
    {
      ""head"": ""Tesla Inc"",
      ""relation"": ""number of shares held by Palisades Hudson Asset Management, L.P."",
      ""tail"": ""339 shares""
    },
    {
      ""head"": ""Tesla Inc"",
      ""relation"": ""impact to a portfolio due to purchase by Palisades Hudson Asset Management, L.P."",
      ""tail"": ""0.16%""
    }
  ]
}
"
2022-02-04,"{""error"": ""news blocked""}"
2022-02-05,"{""error"": ""news blocked""}"
2022-02-06,"
{
  ""impact cases"": [
    ""Tesla CEO Elon Musk's recent tweets may have had a negative impact on Tesla's stock price."",
    ""The ongoing legal battle between Tesla and the SEC could also be a factor in the recent decline in Tesla's stock price.""
  ],
  ""triplets"": [
    {
      ""head"": ""Tesla"",
      ""relation"": ""has CEO"",
      ""tail"": ""Elon Musk""
    },
    {
      ""head"": ""Tesla"",
      ""relation"": ""involved in legal battle"",
      ""tail"": ""SEC""
    },
    {
      ""head"": ""Tesla"",
      ""relation"": ""has offtake agreement"",
      ""tail"": ""Vidalia""
    },
    {
      ""head"": ""Vidalia"",
      ""relation"": ""will supply"",
      ""tail"": ""Tesla""
    },
    {
      ""head"": ""Tesla"",
      ""relation"": ""has option to offtake"",
      ""tail"": ""Vidalia""
    }
  ]
}
"
2022-02-07,"
{
  ""impact cases"": [],
  ""triplets"": [
    {
      ""head"": ""KPMG Canada"",
      ""relation"": ""added"",
      ""tail"": ""Bitcoin (BTC) to its balance sheet.""
    },
    {
      ""head"": ""Tesla Inc."",
      ""relation"": ""held"",
      ""tail"": ""almost $2 billion in Bitcoin at the end of 2021.""
    },
    {
      ""head"": ""Tesla Inc."",
      ""relation"": ""maintains"",
      ""tail"": ""its BTC holdings amidst declines in Bitcoin's price.""
    },
    {
      ""head"": ""Josh Olszewicz"",
      ""relation"": ""believes"",
      ""tail"": ""cryptocurrencies are making progress.""
    },
    {
      ""head"": ""Elon Musk"",
      ""relation"": ""remains"",
      ""tail"": ""wealthier than Jeff Bezos.""
    }
  ]
}
"
2022-02-08,"
{
  ""impact cases"": [],
  ""triplets"": [
    {
      ""head"": ""Tesla Inc"",
      ""relation"": ""increased its share holding"",
      ""tail"": ""by 26.38%""
    },
    {
      ""head"": ""ARS Wealth Advisors Group, LLC"",
      ""relation"": ""purchased Tesla shares"",
      ""tail"": ""between $780.59 and $1229.91""
    },
    {
      ""head"": ""Todays Research Daily"",
      ""relation"": ""features new research reports"",
      ""tail"": ""on 16 major stocks, including Tesla, Inc.""
    },
    {
      ""head"": ""Tesla's stock"",
      ""relation"": ""gained +27.2%"",
      ""tail"": ""in the last six months""
    },
    {
      ""head"": ""Zacks analyst"",
      ""relation"": ""believes that robust demand for Models 3 and Y"",
      ""tail"": ""has been buoying Tesla's revenues""
    }
  ]
}
"
2022-02-09,"
{
  ""impact cases"": [
    ""Tesla prices increased in the period between the announcement and its official entry into the S&P 500 by 57%, while Aimco prices fell by 17%."",
    ""Report are also pouring money into the development of electric vehicles and battery factories, while EV giant Tesla (TSLA) - Get Tesla Inc Report plans to produce 1.5 million vehicles this year."",
    ""Musk that he was not invited by the White House to discuss the presidents signature $1.75 trillion Build Back Better legislation, while the bosses of Ford and General Motors were."",
    ""Ford, GM Recycle Iconic Cars to Catch Up with Tesla"",
    ""Tesla is not done with the regulators regarding its whimsical bosss famous September 2018 tweet about wanting to take the elec""
  ],
  ""triplets"": [
    {
      ""head"": ""Tesla"",
      ""relation"": ""stock price increased"",
      ""tail"": ""after entering S&P 500""
    },
    {
      ""head"": ""Tesla"",
      ""relation"": ""plans to produce"",
      ""tail"": ""1.5 million vehicles this year""
    },
    {
      ""head"": ""Elon Musk"",
      ""relation"": ""not invited to discuss"",
      ""tail"": ""Build Back Better legislation""
    },
    {
      ""head"": ""Ford and General Motors"",
      ""relation"": ""recycle iconic cars"",
      ""tail"": ""to catch up with Tesla""
    },
    {
      ""head"": ""Tesla"",
      ""relation"": ""ongoing issue"",
      ""tail"": ""with regulators regarding CEO's tweet""
    }
  ]
}
"
2022-02-10,"
{
  ""impact cases"": [
    ""The market arrival of one of Tesla's most anticipated vehicles has been delayed."",
    ""It is not even certain that it will be sold in the next two years."",
    ""The college student who created the Elon Musk-tracking account could be sitting behind the wheel of a Tesla Model 3 very soon."",
    ""They also found the $5K offer from Elon just as insulting as everybody else did."",
    ""This continuation of the story is really about them gifting me a Tesla where the wealthiest man simply refused to, Sweeney said.""
  ],
  ""triplets"": [
    {
      ""head"": ""Tesla"",
      ""relation"": ""has delayed the market arrival"",
      ""tail"": ""of one of its most anticipated vehicles""
    },
    {
      ""head"": ""College student"",
      ""relation"": ""created an Elon Musk-tracking account"",
      ""tail"": ""and may soon own a Tesla Model 3""
    },
    {
      ""head"": ""Elon Musk"",
      ""relation"": ""offered $5K to the college student"",
      ""tail"": ""which was found insulting""
    },
    {
      ""head"": ""Meme coin community"",
      ""relation"": ""offered a Tesla Model 3 to the college student"",
      ""tail"": ""if their market cap reaches $10 million""
    },
    {
      ""head"": ""Elon Musk"",
      ""relation"": ""refused to compromise"",
      ""tail"": ""with the college student""
    }
  ]
}
"
2022-02-11,"
{
  ""impact cases"": [],
  ""triplets"": [
    {
      ""head"": ""Tesla"",
      ""relation"": ""is facing competition from"",
      ""tail"": ""Rivian""
    },
    {
      ""head"": ""Rivian"",
      ""relation"": ""has fallen short of production targets due to supply chain constraints"",
      ""tail"": ""1,200 vehicles""
    },
    {
      ""head"": ""Rivian shares"",
      ""relation"": ""have fallen"",
      ""tail"": ""9% in the last year""
    },
    {
      ""head"": ""Elon Musk"",
      ""relation"": ""has criticized by Senator Sanders"",
      ""tail"": ""for his tax practices""
    },
    {
      ""head"": ""Analyst"",
      ""relation"": ""has reduced Tesla's price target due to Rivian's announcement"",
      ""tail"": ""Morgan Stanley""
    }
  ]
}
"
2022-02-12,"
{
  ""impact cases"": [
    ""The government lent money to Tesla Inc., now the world’s most valuable carmaker, in its early days""
  ],
  ""triplets"": [
    {
      ""head"": ""SpaceX"",
      ""relation"": ""plans to receive approval"",
      ""tail"": ""from the Federal Aviation Administration in March""
    },
    {
      ""head"": ""Cathie Wood"",
      ""relation"": ""has Tesla as a top stock"",
      ""tail"": ""in her portfolio""
    },
    {
      ""head"": ""Cathie Wood"",
      ""relation"": ""has Twitter as a top stock"",
      ""tail"": ""in her portfolio""
    },
    {
      ""head"": ""Cathie Wood"",
      ""relation"": ""has Spotify as a top stock"",
      ""tail"": ""in her portfolio""
    },
    {
      ""head"": ""Tesla"",
      ""relation"": ""received a loan from the government"",
      ""tail"": ""in its early days""
    }
  ]
}
"
2022-02-13,"
{
 ""impact cases"": [
  ""Tesla (-4.93%)"",
  ""Consumer discretionary (Amazon, Tesla) 2.82 per cent and communication services sagged (Google, Twitter, Netflix) 2.54 per cent."",
  ""Nervous investors ploughed into assets like bonds causing the benchmark 10-year US yield to tumble to 1.94% (from 2%).""
 ],
 ""triplets"": [
  {
   ""head"": ""Tesla"",
   ""relation"": ""lost"",
   ""tail"": ""4.93%""
  },
  {
   ""head"": ""Consumer discretionary"",
   ""relation"": ""declined"",
   ""tail"": ""2.82%""
  },
  {
   ""head"": ""Communication services"",
   ""relation"": ""declined"",
   ""tail"": ""2.54%""
  },
  {
   ""head"": ""10-year US yield"",
   ""relation"": ""tumbled"",
   ""tail"": ""1.94%""
  },
  {
   ""head"": ""Tesla"",
   ""relation"": ""exports"",
   ""tail"": ""China""
  }
 ]
}
"
2022-02-14,"
{
  ""impact cases"": [
    ""Tiger Management Current Portfolio sells Tesla, Inc during the 3-months ended 2021Q4""
  ],
  ""triplets"": [
    {
      ""head"": ""Tiger Management Current Portfolio"",
      ""relation"": ""sells"",
      ""tail"": ""Tesla, Inc""
    },
    {
      ""head"": ""Tesla"",
      ""relation"": ""produced"",
      ""tail"": ""nearly a million electric vehicles worldwide in 2021""
    },
    {
      ""head"": ""Tesla"",
      ""relation"": ""to start production"",
      ""tail"": ""at its Texas site in Austin""
    },
    {
      ""head"": ""Tesla"",
      ""relation"": ""advanced"",
      ""tail"": ""1.8% after Chinese auto industry authorities announced the electric car maker sold nearly 60,000 China-made vehicles in January""
    },
    {
      ""head"": ""Pfizer Inc"",
      ""relation"": ""acquired"",
      ""tail"": ""the overseas marketing rights to the drug rimegepant""
    }
  ]
}
"
2022-02-15,"
{
  ""impact cases"": [
    ""Liontown Resources announced a five-year agreement with Tesla to supply lithium spodumene concentrate, which sent Liontown's shares up by 19.8%."",
    ""Tesla will purchase 150,000 DMT of lithium concentrate per year from Liontown, starting from 2024."",
    ""The supply to Tesla will account for about a third of the projects annual production capacity."",
    ""Lithium prices have soared in the recent years due to increased demand from automakers shifting towards electric vehicles."",
    ""Liontown already has a lithium supply deal with the battery unit of South Koreas LG Chem from the same project.""
  ],
  ""triplets"": [
    {
      ""head"": ""Tesla"",
      ""relation"": ""signs five year lithium supply deal with"",
      ""tail"": ""Liontown Resources""
    },
    {
      ""head"": ""Liontown Resources"",
      ""relation"": ""supplies lithium spodumene concentrate to"",
      ""tail"": ""Tesla""
    },
    {
      ""head"": ""Demand for lithium"",
      ""relation"": ""increases as"",
      ""tail"": ""automakers lean towards electric vehicles""
    },
    {
      ""head"": ""Lithium prices"",
      ""relation"": ""soar due to"",
      ""tail"": ""increased demand""
    },
    {
      ""head"": ""Liontown Resources"",
      ""relation"": ""already has a lithium supply deal with"",
      ""tail"": ""LG Chem""
    }
  ]
}
"
2022-02-16,"
{
  ""impact cases"": [
    ""Banco de Sabadell, S.A. is selling their Tesla's stock Inc."",
    ""The purchase prices were between $780.59 and $1229.91, with an estimated average price of $1012.35. The stock is now traded at around $923.390000."",
    ""The holding were 1,267 shares as of 2021-12-31.""
  ],
  ""triplets"": [
    {
      ""head"": ""Banco de Sabadell, S.A"",
      ""relation"": ""sold shares"",
      ""tail"": ""Tesla Inc.""
    },
    {
      ""head"": ""Tesla"",
      ""relation"": ""share purchase prices"",
      ""tail"": ""$780.59 to $1229.91""
    },
    {
      ""head"": ""Tesla"",
      ""relation"": ""current share price"",
      ""tail"": ""$923.390000""
    },
    {
      ""head"": ""Ron Baron"",
      ""relation"": ""owns"",
      ""tail"": ""5,793,603 Tesla's stock Inc""
    },
    {
      ""head"": ""Tesla Inc"",
      ""relation"": ""owns"",
      ""tail"": ""12.99% of the total portfolio""
    }
  ]
}
"
2022-02-17,"
{
  ""impact cases"": [
    ""Tesla Inc. TSLA, -5.09% relocated their headquarters last year, but pointed out that a bulk of the workforces of Tesla and Oracle remain in Silicon Valley."",
    ""The stock is now traded at around $876.350000."",
    ""Elon Musk, Tesla attack SEC for unrelenting harassment""
  ],
  ""triplets"": [
    {
      ""head"": ""Tesla Inc."",
      ""relation"": ""relocated their headquarters last year"",
      ""tail"": ""Silicon Valley""
    },
    {
      ""head"": ""Tesla Inc."",
      ""relation"": ""stock is now traded at around"",
      ""tail"": ""$876.350000""
    },
    {
      ""head"": ""Elon Musk"",
      ""relation"": ""attacked"",
      ""tail"": ""SEC for unrelenting harassment""
    },
    {
      ""head"": ""SEC"",
      ""relation"": ""endless investigation"",
      ""tail"": ""Elon Musk""
    },
    {
      ""head"": ""Elon Musk"",
      ""relation"": ""outspoken critic"",
      ""tail"": ""government""
    }
  ]
}
"
2022-02-18,"
{
  ""impact cases"": [
    ""Shares reduced by 0.43%"",
    ""Tesla CEO donated about 5 million shares of company stock worth roughly $5.7 billion to charity in November.""
  ],
  ""triplets"": [
    {
      ""head"": ""Capital Markets Trading UK LLP"",
      ""relation"": ""reduced shares of"",
      ""tail"": ""Tesla Inc (TSLA)""
    },
    {
      ""head"": ""Elon Musk"",
      ""relation"": ""donated shares of"",
      ""tail"": ""Tesla Inc (TSLA)""
    },
    {
      ""head"": ""Tesla Inc (TSLA)"",
      ""relation"": ""share price"",
      ""tail"": ""dropped after donation""
    },
    {
      ""head"": ""Tesla Inc (TSLA)"",
      ""relation"": ""market value"",
      ""tail"": ""decreased""
    },
    {
      ""head"": ""Tesla Inc (TSLA)"",
      ""relation"": ""negative sentiment"",
      ""tail"": ""due to donation""
    }
  ]
}
"
